File name,Haar,CDF 9/7
lake.jpg,1.8234851647,1.1453394552
woman_blonde.jpg,2.088588028,1.4943767745
woman_darkhair.jpg,1.3669306797,0.4059634565
cameraman.jpg,1.2745171504,0.3445042292
lena.jpg,1.184409626,0.2249145509
jetplane.jpg,1.0842537244,0.2167541775
house.jpg,0.9651445944,0.0977484022
peppers_gray.jpg,1.8523386212,1.1459774811
livingroom.jpg,1.6248969832,0.8393381796
pirate.jpg,1.6197933164,0.7575526731
mandril_gray.jpg,1.5534486251,0.7276249786
walkbridge.jpg,1.8491802806,1.1457207234
